Marca temporal,Carrera,Semestre que cursas actualmente,¿Cuál es la razón por la que te interesaría cursar alguna materia en el periodo intersemestral 2025-4?,¿Has cursado anteriormente un curso intersemestral?,Curso intersemestral que más te interesa cursar (OPCIÓN 1),"Segunda opción de curso intersemestral, si aplica (OPCIÓN 2)","Tercera opción de curso intersemestral, si aplica (OPCIÓN 3)",¿Qué dificultades has enfrentado (o crees que podrías enfrentar) al cursar una materia en intersemestral?,"Desde tu experiencia (o expectativas), ¿cómo valorarías la calidad académica de los cursos intersemestrales en comparación con los cursos regulares?",Justifica tu respuesta anterior,¿Qué condiciones crees que deberían garantizarse para que un curso intersemestral sea exitoso y justo para los estudiantes?,¿Te gustaría que se volviesen a impartir cursos intersemestrales de optativas del plan de estudios de Física y Física Biomédica?,"¿Consideras que debería cambiarse algo en la forma en que se organizan, asignan o anuncian los cursos intersemestrales? ¿Qué propondrías?",Algún comentario adicional sobre los intersemestrales,Token 
18/5/2025 11:35:57,Física,2,"Quiero llevar un laboratorio ya que eso quita mucho tiempo durante el semestre por el hecho de que se tiene que desmontar el experimento, sin embargo, durante un intersemestral facilita y propicia mucho más el seguimiento y avance de la materia.",No,Laboratorio fenómenos colectivos,Laboratorio de electrónica,Laboratorio de electromagnetismo,"Dado que son laboratorios, no llevar la materia de teoría a la par, sin embargo, no tengo problema en estudiarlo por mi cuenta.",5,"Dado que nadie entraría a ese laboratorio más que nosotros durante el curso, nos permitiría dejar los experimentos armados y avanzar mucho más rápido con el desarrollo del contenido del curso. Siento que aprovecharíamos más los tiempos, por esa razón, considero es mejor llevar laboratorio en un curso intersemestral que en ordinario, además da mucho más tiempo de hacer los reportes con mucha calma y detalle.","Que los objetivos, alcances, fechas y modos de calificar sean claros desde un inicio, además de prospectar terminar el temario con un margen de error.","Sí me gustaría, pero no los tomaría","Que hubiera más disposición e interés por prestar los laboratorios durante el periodo intersemestral, porque tengo entendido que es algo complicado porque hay muchas personas de las que están a cargo de un laboratorio.
Este cuestionario me parece excelente.","No muchas gracias, ojalá que sí se abran los intersemestrales de laboratorio, eso también nos ayuda para concéntranos y mejorar el desempeño en las materias teóricas.","###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""809fa72f0345ccb5f538c2d0e59e6fe46c859f3106f671ca929e87cf037f552a""}
-----BEGIN SIGNATURE-----
yCJbyc/EkJUXEpgidTXvD1x0n7qQm/dWsJ+YTME+0vu+9yIEE80fnFjHyjS1R4lWdpnheCMNMoCU63JCO1tYh9R9/vGQbO5B01acl7mudLdzRVQaPsQ29PkJzIN1s3Mij4l6tbyG7D81vHhRGa5byOnYYRpJCGkKIe+NIJ97bXwZ0bFxpKzWsq1T+3pfwmTqMy7Lkbu2Z5Fpi8fT373xMSeJVzfBYMsShfOEjikaVdqYLzJGS5wfudDJaOKgS7stYy3NhKrFYIRdSZ71ME1NRc0Iqv92oLzaXSVvo9DyBiuZHc0GcsaAKYIxJOtGB9sR+OF2mea3LlWhG/0f/mBDnDYJjMiztB1XcG5g+GGIozm/ebnQ1yzGe6r2wzh6WjDFBsa9ZfIGTw3pkZMPC+C71UYeny/gSX9DCkbuGGLvRof+ZnYlV3WcsTgjg8JmdH8y856pBHOf6rHgLu0Aj2MHmzPuRIsEIbeS70XSKrxfzizmj0ycScpqAmsiEwriMI3DrGfFUFK9hH6Jd3rD3M3a8s+29u8X1FDSmhEB4lW4NxiagckykVyT09tmgby/pRg7acC/11VxOeTsYz+KHXzhKKdOOhD/xF78UqqBK90T1+W/f2bQU1Hmj9d7kQ+4pisCVc9j5CJviUmekDGRYEj53x4yRs0b0z91C3nMqPAIKOg=
-----END SIGNATURE-----
###
"
18/5/2025 11:55:44,Física,7mo,Aprobar posibles materia reprobadas,Sí,Física Computacional,Mecánica Analítica,Laboratorio de Física Contemporánea 1,"La sobrecarga de trabajo debido al tiempo, y los excesivos tiempos de traslado a la facultad desde mi hogar.",4,Son buenos pero por la brevedad del tiempo es complicado llegar sin haber cursado la materia antes.,Comunicación constante de las problemáticas que surgen en el curso.,"Sí, me gustaría y los tomaría",No lo se,"Se requieren cursos en línea para las materias que tengan esa facilidad, como son el caso donde no se ocupa material de laboratorio.","###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""7ce5c5d9cf1f439d945ae563b3f21cb6d820a1c8258a81ad2d151cc054b3197c""}
-----BEGIN SIGNATURE-----
NSrcJQAcIWkBwj6cWGhL75WF4VlqRogr65d9t7ZoXuDSZ8fboK/BvDYb5ENvKoXUyBd4FGu2JJVycSS0m7ALmtXpinR/wyJ+HA3XYqirvSWpskAm3x+93MgyVXtym697D1vMUO7YAlA4mfoD6qLXvaUQc6kRSJiCdJLqsCf0vrPeTVY7JhaBON5rutDgjZUOpeohwEVgymMxMKLMY5YFx8aeWfjDqc3ckTCAm+rgmbrmHiKN4WH+Fq2JQ8ItIXmiwECO5Lf5LBhLKOSeFHbaA744weg/ff9r2Vyuc3n3iuPCBys01JV0gSYKe/jvWAkn3YhEasHTIrfcyPT6x73GPpcRqHGZ2MHyUP8p/ltiOLsrmWGoL60fIdnOw9hADtQO1VudaQYSup2q1qQcws8wB1Bn2mbeyb3LL1B3QXr1EXddgXGYlaJde7acLZVOfNV2MnbJ4vctB8PYLWiiCH39q6jj27tCmy3qLnJH2RPtOCd0d+2R+MiSyxYFs2dYbeSDisoXO/xRlWQUtYlavHjBP/3dLz1V7NBzaSRrfWEu1puFsog4JZgakBQtlG8Uj3wuNtRddm551O03ujqFbz4tda1X5BQPvK6yovFK6GzgNRuj6u4LsPq/ex6Ci4WBCCcq7rGcEUEsknhFuOcvbrMsjL37xcBASezLvmTobmVAryw=
-----END SIGNATURE-----
###
"
18/5/2025 12:36:18,Física,7mo,Regularme,Sí,Electromagnetismo ii,Relatividad ,Fisica computacional,El horario,5,Los cursos intersemestrales que he llevado han encontrado la forma de revisar los temas de forma satisfactoria y con buena evaluación ,Evaluación continua y materiales digitales de apoyo,"Sí, me gustaría y los tomaría",,Mas materias de últimos semestres,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""b86c5c5fa1bce096504cb99cbc7997a025125506f0f5daa0ced4ff3aab3ae3b7""}
-----BEGIN SIGNATURE-----
uyfjePuujkrjIZkRnsPP0n3ClCMlWwZTn9fKS+eZp0lkO9QbQJhrm/t4/mIVc0WyFL9+8Y8KVudsHVbfnrjFmRtAQJWWCDlsy66TSsZiGeYpk3G9MTz4UhDff9zgX8RztcZlLOLSrRSu3jZUAOwMJh65slYOxuGPuTPKVdRIHA1y4ksVBw+tD2majSoGLRqF+Scbs4p9CG5pFu2V+2L8m/XZr3nJDFRYZbsegoYljln1XYKaDEQREzK7ekpLiSWlyeNm2IoljqNWAbuh+QJKWMmjCURfwhtjcUkRQEqYoTr+Qu+j4EH9eXKiQoN1SMFlaGBcOD6W5tdrz4bEwuUjFzREUZJvEA8hwMYbnT27WCyOVoVz02ay0PFL9RfDUC+DTd4uOSSdUEwATPHCROVt/JDSXv8D9XlTR3EsLt2ItTZua6ydBxb3pocvguVcKBDFDGJgGflklA79xqdSkvA2ZfdoK48W9CD0b+pRPxhCZzEDZ+lOXhSkG7k+7H5nKt+3lvrPxl970Z8b2SsDRCHgBfd/B+7teBKnjyNyretQ8xJHnj4EhfdqjYA60Ri2nMl5f/5xXEjZUU5mWy7cng7JaqqiqSPbxHmojLuXx3fta7rz0+OubnzKocKgT7pifKIL/O8LR7JarFPibwgLGYSgY+bKg/VAg61zCtGrasQWFaY=
-----END SIGNATURE-----
###
"
18/5/2025 12:41:33,Física,13vo,para poder avanzar en mis ultimos creditos,Sí,Laboratorio de contemporanea 2,Fisica nuclear y subnuclear,Metodos numericos y algoritmos computacionales,"que no haya mas de una opcion de horarios, debido a que trabajo.",5,"Los dos intersemestrales que he tomado anteriormente, me han parecido buenos cursos con los profesores que las tome","El tiempo que dura el intersemestral, mas de una opcion en horarios; tal ves uno matutino y uno tarde-nocturno, inclusive si la materia lo permite que haya opciones virtuales (a lo mejor condicionando que se cubra un porcentaje de asistencia ). Una evaluación variada, no solo con exámenes y tareas.","Sí, me gustaría y los tomaría","no, ninguno","no, ninguno","###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""16be36a35a5f915086c0c32ce162d5af154943fb4eb68265f4baa3af3bbae786""}
-----BEGIN SIGNATURE-----
lz+x9hgQ6amYgfAxjyQGSqhV7rYx3gczipO0tkCB2YQDoI2P3DqOwpJoAACG4D48O8vUdPRHZebGztqUUYFcZmhWPlMXSertrNwOY02aMFO0k4aFxa/6mNGWw0K5zCbifX36xo8NCN70l41bT167C5g+MJcGVn1+53l8AIMMIbWy5cLremxrFOMFMdNVvj46PeQnLt4hta/d8YQyJYxgBAto273FNfvAnc6K4p2OtNbmuBPGwc4l69jAwbY8eclTTuyYvmrWL2KfSTWhPbtTYJrQHYAqqCeGEsgW+K/fPU54nLGOG+iXF+gbeUNuTdFgnfO5DoBzFAcMeNqPk7gjnSnNB29vipiYCseYBo5HkalJQpSUSdnRTSdwL2Gd6mVuKGtlPyhNjpNKPsLYzxydsjidsJpbAorCXlpgJDrSrG2DEsFyyRQdbQO77VAvJvp++vIqVGRTYElmZMk3SqoENq0fO2SZ9h1SNnf0b/rZHUJMZ6RnDZjDhlo+W3w1quKy3FDIjKNIxnqjczurI+/K4DmlOhSOtA+Y4OEILOsHkAPjO0aJqOfotPvi4mx4bt2ZEHS2+EAu3PM/P8PemFWfCQ8T2f1xQToixzsOuVLEDX3iyBGvmzy8WIBvA5LUHQmheuPPaT2JC+sdRv2swEbI3wUCoEGz4htjYMX16EgC/CU=
-----END SIGNATURE-----
###
"
18/5/2025 13:02:52,Física,8,,Sí,Laboratorio de Física Contemporánea I,Dinámica de Medios Deformables,Física Nuclear y Subnuclear,,3,,,"Sí, me gustaría y los tomaría",,,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""76a1e6973ce35cc0ee42d02cdb5360df749905aa03bbdb44c6425f57ca8c03a5""}
-----BEGIN SIGNATURE-----
giZjchus+KxeoaLMhEMFvOOIMiOvqrFKK4f5El1e/opQOgQnh7uXB3D6VkWUgsDlCAjw0rr0of8ioBzovKVRB2LY3CebTtNC4fdoz0envSn/RGO7gzv+HyDpzbPy2RqTORrKEk0gdipSW2nbsyfzTFIavg9EJH/8uBsxd6O32giToOMhgSKYSv9ibGhLq13AStoNHTbX5E94JMv/3wpU8Yg3t+csS5A0rd4jllZU7kUPUcDr1HWBlGKg4VGUTkKULESM8i/33nnrCXQCQU9uU2DeAvTThIKMkvJOefdW6Iy9bEVhZG2IZcEfavjrkR70Pztd3XMNi4NYnrsE83PI3Un7lOBbfhTVyylPuIoRQVcg7vlHhjrPz0q5V+ggXUm5UXJtYWEV8cM0T/p34GYQB8BTq4ITwjEmcOM3bWR6c3E5V7A/OGr7KIUYnH0+kkeXmSh3jnYAw1yqJLZQqv9ReV/BEqJnbFaFWIuYNlO0ssHaNTRUMYHR93qSkMweC4vKxU2JCxAEBUu1QO5QFjgdihkS4kSFDEgKW0XdSt2Tn6jdbi62okBcaa24H+l1YW2rA4/+T8Q5bHOP0jite30nP74Q0emMOeDCzbczxsFVaDBX5ZYAndH1m3WCbJ6HDOr5xjIvwG5PP6sy5y2hd0wuN9Dg5lWQ9bQz0VoevxMjN8s=
-----END SIGNATURE-----
###
"
18/5/2025 13:50:47,Física,8,para no atrasarme y volverme irregular; hay becas a las que me gustaría aplicar y necesito regularidad,Sí,Física Atómica y Materia Condensada,Laboratorio de Física Contemporánea I,Laboratorio de Física Contemporánea II,"ábranla porfa :( no quiero atrasarme; la única dificultad que le veo es que tenga que no ver a mi familia en vacaciones, pero ya necesito acabar y tomaría ese riesgo.",4,"es un turbo curso de los semestrales. sólo siento que es dedicarle más tiempo a un curso; nada imposible. siento que es como si en un semestre normal llevaras una sóla materia. pongo 4/5 estrellas porque considero que justo puede ser cansado sólo estar viendo un mismo tema, pero nada imposible ni súper pesado de hacer comparado con llevar una cantidad normal de materias en un sólo semestre.","que haya espacios fuera de las clases para poder hacer preguntas en lugar de que parte de las clases se dediquen a ayudantías. que aunque sea muy bueno en cursos semestrales, en un intersemestre siento que eso sólo quita tiempo y que dudas (tipo ayudantías) se pueden preguntar fuera de clase para la resolución de tareas o de exámenes.","Sí, me gustaría y los tomaría","siempre antes de abrirlos, hagan una encuesta sobre qué materias quieren los estudiantes que se den en un intersemestral y abran las que tengan suficiente demanda como para llenar un salon (por ejemplo).

porque siento que en los que se han abierto, no se considera la opinión ni mucho menos la necesidad de los estudiantes.",ábrnlos porfa :( y abran los que se piden y no los que ustedes quieren dar :(,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""1bfa347e4c06798544b103ea96690498d28fb949ecdaf911ee4a34b43ffbdd73""}
-----BEGIN SIGNATURE-----
kVM1K/QV1sifMUD0Ltq6YvDYpDxNv/Uk2mv7d8taX9D4AQrLWoKJtxAhaE42+AYfLUJEU8dMBeOal1a+wBb1Bp0cVaIm20FkQcwyijji/8MHs/ST6htMMrpgIFQU1qYtV1QhgpsQEJ8lMIhu623R6e/q85jALP7sSUZVtzwq2ZewM/wLxdVzhirjVZtkHxxGa6Y/fnWYk0jYA9wONVh90dcFE0VBCL3V5HM2i8z4dd1GtaCZ1E3TAl5ZtNPbiJZhdBVbKFpCOXh4uGtZ2OutYoOlSrgJlYkXf7Bkcbq331RV1atoh9xqrcmyQPIWrYzIMtbJI13Xhot+Z6Npsy8dAfxcsEKbL33QG6FNCZB0cn62qAVsj1fh9DLhdECPQ3/Pp3bsKn73nW1mush3w7sGyGO0GXqW4OiHxPiOgo9F+xJTzhvHUjlAKIctqnudG9vWE9nkthYH0n7lXu/40W2QBgGUf/Ce5x4o2sGepCILfjUnr1GGAaSxE98d1cZdPAAtvQbGztbj36TfAvF+1gdwviORKx4iticsqjoid4HfanYNo8h3sfS+VACzuZgtlgIKDoCEFwQfMt8LQsN/KkgND1hJ66ysqNEDt4zb/EtRuDkridE4AGHJ6KWiPn7OCRTFMh+vfQsMbPFkhivMdjh7eyGTcWWA9WF18AsmBsjn/78=
-----END SIGNATURE-----
###
"
18/5/2025 14:34:11,Física,Segundo,No termine de aprender lo que me hubiera gustado durante el semestre ,No,Mecánica vectorial ,,,Disponibilidad de tiempo ,3,Creo que pueden llegar a estar muy apurados,Centrarse en qué los estudiantes comprendan los temas sin rezagarse ,No lo sé,Mayor difusión ,,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""5e82a1612001aed5455f90858c468a99afcff3305c27b4e3c0ab0aed28908612""}
-----BEGIN SIGNATURE-----
i0qx70pEzh3zft5UTofEY1ZVIubstYlgbFZM+sp0Pr29ujs+USX+PEW9CSqmKyxFZZzK8lKtIOAdYEXHwgRc3yf3/Rwak99DoorXLG8JDgDpYj8SRnrqQ9LTvcYbU09584q2vWWJRS6N/PgrfPu4coSCXrwGOZWmp/VRYndSwG0ldTX1yzekB5W/HL8tqLubGVpbzQToGjjL470ZaV5ca+LddhrGteYRhV20HTLevuoBT6nUT4BWSYMRFsVeLHneRti50nFWssnpWvSjXd1lPwshw4vy2YeqcZpSfEQna2ZVM81h+HjUuy0K16kkj5dW1SfEN1GVu+LRAp85NJ0eiAqEsqbEExVDAP8w/MiRTDfbheO8bvX0cwelLHWSftVXVvs5KnCOtxTVurXp4ubHOtkB0SMwXE+xXBU1lHLhHA8PdCJPAxl0LvqbEMrafmPQdsaY5B89vBCJ5STSXDiBo/JaqJChSeVZTXSbZSn2wdrptC/apEfLoVVHTfQuRbRgko+Fzwdo+rs0TpESC3Cw8+tEpsD4K13k3ataFSBZbnUXOpnBB2ie//xLig/KMwSaED6UUhUe74giNXST1lhg1D0iJ6F88VFTPk+9IC9uCg9gm+y2DnmJjjumRYYYFfch59EX4K2o9MOXFLb2FoQVQ/yw56ze71m57UYtLxtLAfs=
-----END SIGNATURE-----
###
"
18/5/2025 15:14:52,Física Biomédica,2025-2,para no atrasarme ,No,electromagnetismo 2,óptica,matemáticas avanzadas,el traslado ,4,no he tomado inter,La asistencia y entrega de trabajos,"Sí, me gustaría y los tomaría",,,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""0657c9b6525550c46555164e235e6705aa4daf373de2fa00a01a50fe3ded0f35""}
-----BEGIN SIGNATURE-----
NHw7ZeqhjkevJuPxxXyz5gJLZvCylWV3Q2EjtSKTyeiEqvhJ8hQQee5RpNdXyd8iahL9Q6EPyz0rclUSWTJS/FK/74OOYVU/7zM55/e/Ec6UgSlPgWTGepr7OZoQq4uNOUuiZ7fA7DN7deYqU/ghLPUHVJQCrhwqmGBz0x9yzT+25qvUsbvmerLP7OTncMPIBQpI4ACflTaCy3OZ6QbnQl3taOtYlZ+WpVthWQFO+EpYPk5CXMY+wQgB4BqudlvT2amfTY/yY324nr6Q3A2Mr9MMZIZZx06y5I8bmu3dRW+EowEgcIfRMJXk94c5JV9eVfUAmROSXVceJ3naYJZu4z5B0Uz6w3kud07EDBkzFMHNXrwxUgkFhy182QTKeskgL2k0UQgzTfToSdLr0l+W8xev9VDWIF/Ych8ZyIyQyCiqGO4jme136mwckw32vv3wdXghjggjXvd3g2myIZfyJXz1/CMykvkTs0JHaKISKDpBbo/C6Q3Lv2Q4VCdbxjRKUSMuZHLdgJyrMRSKg+FWqJ1cyBvSTSVHugwiW1WiPqPaTsv/DstJ//hjiV6Toqt1iDqX/fWXJNw1EIdrPM64IPIw4LIxhkj8SIYnaoUDAMwJ7s48uQyWaLfwW5J034s7Xfr/HDTwNktOFAzdJO16A2VVg6JAbLYwR4ExlgHSwYk=
-----END SIGNATURE-----
###
"
18/5/2025 15:42:09,Física,5°- 6°,"Porque me ayudaría a liberar la carga de materias que aún no he pasado, de semestres anteriores y poder llevar de mejor manera aquellas correspondientes a la segunda mitad de la carrera que, desde mi punto de vista, ayudan mucho a comenzar a enfocarte en los temas de tu interés para tesis, postgrados, etc.",No,Laboratorio de Fenómenos Colectivos,Laboratorio de Electromagnetismo,,"Creo que podría ser la carga de trabajo, en este caso, al tratarse de un laboratorio, el que los periodos de entrega entre prácticas sean demasiado breves.",,,,,,,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""591c8341b9a2c808b2ab5200f8bf27070c4008e6dce6925f346d611a3195e5c1""}
-----BEGIN SIGNATURE-----
oJJWTYSpI5PURncpSqfqKgyTIAtvz/jdEy5I4wnFza5SviNYufS17+XWz47HZ+P17cL1T+fuMx4dBWKKYVGBZIuIhv12ofuGgf2BsivCL0og7vnLXfuN/eZfwl9SJ0ZLdVrYYtO3bzZDQBBrBKfemC+8mPiI9D+g7pdQOQMVBmGWgXhTvQJXmlQvYgaZeB7BZHo9D4isULA+swaqgb1t0ngtpTr+GBXMb1JIG2m2njmiMVZ3cljnLgVbqUzZzGs4ydjBrGTmWinBJ0NQpkcacCdYiMsCsGd5KiJohSzHwCrieX8P2gEVj6YdEmagjUHue0DY9cLTmMVxxxsxT+0vBQGTqEQ2h5IGWQUFGF0zPQoVSBOsB+4r+soSk+MMoEHqrvj/mLOi3SszawgwNFtKqeEXIDjv439StL3XoU/2GaOdWNd8AiPfUr4okM04r9Duq7Em6kEAIYRTyGCP0BQMhYQwls8wlFQS6x13AWmCNCQUgL5FD34HqkUPAcioTEHSDj/2B7fFfVMPS4mjVlCKdmuQu49HnIRDDs7ada0mO2szeNj7ol4qZYSVok0EiXmlYf5NuxPb4ImKgESc4y1THe50HhFKTF5Wz/0UQhdmTsXCjCcXhcgWHN1T8ZeneWr6wWZPcwGxl6D8ukui3ozVurqNJxNeWTBYmmWEZHBQbNk=
-----END SIGNATURE-----
###
"
18/5/2025 15:47:57,Física,6,Regularización y optimizar mi tiempo ,No,Fisica Computacional ,Electromagnetismo II ,Mecanica Cuántica,Mi situación actual me lo permite sin ningún problema ,4,Creo que puede llegar a ser complicado abarcar tantos temas en poco tiempo de la manera más correcta ,No suprimir contenido elemental de la materia así como garantizar una evaluación justa y asequible ,"Sí, me gustaría y los tomaría",Realizar encuestas de este tipo de manera regular ,,"
###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""f9ce3fc274fb50911b25317cf1eb751a5f0c6c75085447248a928cd42fd89193""}
-----BEGIN SIGNATURE-----
vSFUXUQR3kUC/7IZEFKc4L6cyPGFf/wpOocP13K+ygyQc1Ozlt/XcQfHDb4tzroCSa85f87hp2I+X+G0sAAfj3rhqe2sCd9O4SWv4axdjiFQ0zCjPF/Zf/Mx2cf0VF9y7X+T73YfFqmohML/Y+BO4/PhVEPcjLYjiz5vng2xJiP/+CMUsBBtpY15VrBwaNGtCV12LyxonE/xGr2jz+lHIBb2a6hQUNWFP4d4n4AIrpDo0CFM6a7GXawK/zYrTHEpjzqpBUGMnmV1aDV3rhgENRmldaKpTGSTL+4MPe1p+ahfJ1B8yEy3lLfEA3AsY3r7ALfxdGtKAl3Y6VcoGeOdRVGmfNfVrhZKccNoRkaEv1GY5cjGOkiSPupFMJmmTiL/ujxH8Z6beaiyWdN6Eo8ZBZGSSmRk5HQSNtXXJfUyUTUSNn6iHvX4je/eNO2HuY4q9vNwSPhipCaM9SltycIhqerQnBqLeCjCzfBYvM+qnvgx35RNRyB7bjyn6+zUVYZgEyigdj28K08zVUJ0UEKPxYG2FxNG/cumNvjJpfsGoxtxDnDX3F7X24GfqroPZi4WTaNp0q99FXpg2ZSxFYeDIi1ON/P2tKj/ys6Qnu4d4gGTpKX9YG3GmeCr0Ko9Ex+bnkyJotxfnzbGXY4w2xq3RB7RxquXxijZ8zIzNl3Gq5Q=
-----END SIGNATURE-----
###"
18/5/2025 16:29:42,Física,2,Adelantar laboratorios ,No,Laboratorio de fenómenos colectivos ,Álgebra ,Fenómenos colectivos ,Creo que podria ser complicada la evaluación ,4,"Considero que llevando menos materias, incluso en un tiempo más corto podría mantenerse el aprendizaje ",Profesores preparados y una buena planificación en la distribución del material a impartir así como en las evaluaciones ,"Sí, me gustaría y los tomaría",No lo sé ,Me gusta que de encueste al alumnado sobre los cursos que les interesa tomar ,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""6ed4c0ec4e576432f88b607aee295ce707d6bbaba5fa992f76d1463980179202""}
-----BEGIN SIGNATURE-----
niYOfgpTx84TY0d7Ef+laKv+w59Spz7jpE1QdecXD2OhqnhtuNZlXj/SPgO7eqVxywBSYG2fpBr8jR6MM7KZLb7KhF8bhAi8k3WTVhgN5um3zmq0Y+9F62U6GB8jt+QgUZU84WG0AZdyMSviwLJC2Lhf1baVr6+cbCkeamKO6gyXVxnyXNK4GZLik9R6A4sj4xrKzGblU3hNt8YGQTwyF0puiODicxaY9m6DAkJcyhATwAko7AZfZybLEg6igtJ1t2TU/PtMSYQzTf0KW0CTVNnw2PH1JVoPQcasd3fJVZIT4OxPJyx9hV8BVgNNRScT9XfU1dVQd/bTe1j6EB3etuXhnwLYdGoXcRuNwuVYCeqxleiKoANL+K5lHATDg4TQ1LzDzIIpog1eAJrIzoCs508DF8iBS1KZGDnwYup8PTKaByZhNJeuGooQ9ZlEwUUcI0qPmb54B5Af8hsuak7oQzkQ6F7gfigBhMdKHllBsnMG4RG9bz6kR048BUFF7MP6BCpInxzpCGDmnkru3CJCzPf6etpqLMLIsRqhX0piwiG6kmOrbTU2033NLrLJsFXtKmOI4is/t1jdznatDlOLgYg1MtMa9YgJtHKJdIkRcqD5A8VA7fGKz6ikQQKw5fsqF93kpX1G3bYestHzWG6stx8Ispe90slMfxy+gzflKxk=
-----END SIGNATURE-----
###
"
18/5/2025 18:32:43,Física,4,Ponerme al día ,No,Álgebra ,Laboratorio de fenómenos ,Fenómenos colectivos,Tiempos y distancia,3,"No he estado en uno, pero hay opiniones muy divididas ",Opción online para lxs foránexs,"Sí, me gustaría y los tomaría",,"Sólo podría tomar el curso online, pues soy foráneo, de BCS, y como sólo puedo ir en verano y navidad, trato de estar el mayor tiempo posible con mi familia","###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""407fd0af9da4d3850a2de6bfb4b95bcddae657fd5a02e9928a3f014778bcd154""}
-----BEGIN SIGNATURE-----
Rs5MIODdaw+YzjPnQvn02VjwgVk7Z0EQAsaqLMTlLuLYqxIJs8aZ7b6F9Eam95VnZvK98pFrsSepwfrUdDIX/gFTUsk6wbKyB5CJkz7Bj3kO73MqI8zXuf/oEAjDk/SWzgMph2WEnbQPv4AcKZ/AD8kaIz/L+O6n6egp3BvExJpNGmpEe27X/cdEPLcIBZIgT+B9uUzeNG3sdvUbA8n5eCTKxZe7Vkeww6zN13fsuF1qk1pRz9Wzf9/3FeLY2cVTNjWgDeNFdVDUlcRFcrr/BsspmjfCHcAh9SIE82rTmahzTmQ1XEIaZD6qUUcVPd5x7sVFMSL/Vt8z9iywpCemOUfPn/vMBWZmHLaPcES6AVriTGlr7dSR70O4DwWfUekF5CKYWEZWBEp90UCh/5atfUwhXr+hZ4RD6yo26OiBqAkY0beZ4FCrcOYRHyVm3KxHbXfgbYgMLyMhgIqDm0hM+zsNjZQKjOFnknfUAhb4uWuTHjlS465oux1vBJVyb4YDByNLZHy7eYGPLINjjkvomO7LyIoMlatmHdHN1QNxd3JqSaTJjO/tyMMkdqYgwWeYcfFiM1Nr1NpFgTzPbb+vHaXvFDqWSP34BFxCxzk+KLqwiVkhxvQQc2LWlIfuXbhPhBs0b+Pry/jQ6eDzrzuHGT2AAFn+cnZmAKFDBS0hf24=
-----END SIGNATURE-----
###
"
